Area,Production,Rainfall,Season,Temperature,Crop,Nitrogen(kg/ha),ElectricalConductivity(ds/m),pH
100.0,100.0,5.300749999999999,Rabi,19.3875,Gram,254.0,4.9,6.2
6000.0,48000.0,70.00049999999999,Rabi,23.83075,Maize,379.0,3.1,6.8
21303.0,1066684.0,198.39033333333333,Kharif,27.98166666666667,Sugarcane,421.0,3.8,6.6
9.0,22.0,39.79975,Rabi,20.877,Maize,233.0,1.7,6.9
5.0,2.0,325.9533333333333,Kharif,27.04033333333333,Maize,205.0,5.5,5.3
9611.0,638000.0,64.2978375234961,Whole Year,26.78874280860365,Sugarcane,214.0,4.7,6.0
11579.0,15204.0,107.116,Kharif,28.66166666666667,Arhar/Tur,439.0,5.6,6.6
79203.0,208895.0,9.2865,Rabi,19.9365,Wheat,391.0,4.2,7.3
12559.0,9760.0,110.367,Kharif,19.68533333333333,Maize,355.0,3.1,5.7
12.0,13.0,158.59633333333332,Kharif,27.65833333333333,Dry chillies,427.0,1.3,5.5
1448.0,560.0,150.9236666666667,Kharif,28.42466666666667,Sesamum,476.0,4.0,5.6
1128.0,250.0,204.3226666666667,Kharif,27.535,Sesamum,499.0,5.7,5.3
1100.0,400.0,52.0795,Rabi,24.28875,Gram,394.0,2.9,6.3
23200.0,1875300.0,163.9284419140135,Whole Year,28.26042358098192,Sugarcane,402.0,1.6,5.2
506.0,7212.0,12.715,Winter,22.81375,Potato,208.0,2.3,7.0
63.0,20.0,130.1496666666667,Kharif,23.43733333333333,Arhar/Tur,267.0,5.6,7.3
3091.0,716.0,187.72866666666667,Kharif,27.35133333333333,Moong(Green Gram),438.0,1.4,6.3
33.0,9.0,150.2976666666667,Kharif,27.92,Moong(Green Gram),284.0,2.9,5.2
6943.0,7536.0,186.93833333333333,Kharif,27.94066666666667,Arhar/Tur,226.0,3.9,6.1
2100.0,1900.0,42.02533333333334,Kharif,29.10566666666667,Arhar/Tur,446.0,4.8,6.8
2702.0,3199.0,204.0053333333333,Kharif,25.88166666666666,Jowar,363.0,4.7,6.7
1250.0,10000.0,129.0914560185186,Whole Year,28.4137181712963,Onion,492.0,1.2,7.0
61.0,710.0,58.03274999999999,Rabi,24.67125,Onion,238.0,3.1,5.8
10.0,6.0,164.455,Summer,30.377,Moong(Green Gram),277.0,5.5,6.1
18250.0,81434.0,414.4596666666666,Kharif,24.62133333333334,Maize,220.0,4.2,6.0
61.0,26.0,56.10633333333334,Kharif,28.45766666666666,Moong(Green Gram),206.0,1.3,7.0
49.0,172.0,381.23475,Summer,25.005,Maize,399.0,3.3,7.1
4585.0,5326.0,7.37275,Rabi,19.231,Rapeseed &Mustard,350.0,2.2,5.9
506.0,118.0,19.079,Rabi,22.48575,Urad,376.0,5.3,5.8
193.0,48.0,176.8113333333334,Kharif,24.888333333333332,Moong(Green Gram),450.0,1.6,5.6
4747.0,12713.0,93.05333333333333,Kharif,26.90733333333333,Maize,443.0,5.0,5.2
220.0,605.0,165.38121409625768,Whole Year,20.225208650816626,Dry chillies,229.0,2.3,6.9
20167.0,7240.0,329.9835,Summer,29.24675,Moong(Green Gram),440.0,1.5,7.4
14036.0,7706.0,112.9306666666667,Kharif,26.13266666666667,Arhar/Tur,429.0,2.3,6.9
3866.0,2531.0,179.05766666666668,Kharif,28.30933333333333,Arhar/Tur,292.0,3.0,6.0
2138.0,13581.0,107.4311663677511,Whole Year,27.87677526093112,Onion,423.0,2.7,6.9
5200.0,8500.0,184.16775,Summer,26.30275,Groundnut,324.0,1.9,5.3
189.0,2011.0,171.4235,Summer,25.58025,Onion,373.0,5.1,6.6
3464.0,2186.0,130.53,Kharif,28.75233333333334,Arhar/Tur,407.0,2.7,5.2
52615.0,131384.0,15.24175,Rabi,21.13225,Wheat,469.0,2.6,7.5
187000.0,465000.0,110.8166666666667,Kharif,27.75633333333333,Rice,301.0,4.0,7.0
42000.0,59000.0,5.8085,Winter,21.4125,Rice,261.0,4.4,5.6
17403.0,10897.0,33.42125,Rabi,23.16800000000001,Gram,435.0,3.9,6.2
14.0,7.0,117.335,Kharif,27.31833333333333,Moong(Green Gram),452.0,2.0,7.1
50.0,24.0,202.2276666666667,Kharif,28.893,Moong(Green Gram),334.0,4.5,6.8
382.0,206.0,169.623,Kharif,28.066,Jowar,280.0,3.2,6.4
22063.0,26467.0,30.81825,Rabi,21.0535,Wheat,300.0,1.2,5.8
13160.0,5663.0,106.8116666666667,Kharif,25.345,Arhar/Tur,233.0,2.5,7.5
969.0,173.0,92.23,Rabi,25.13225,Sesamum,473.0,3.3,6.5
55.0,71.0,14.2715,Rabi,21.79175,Arhar/Tur,352.0,2.9,5.2
31.0,23.0,164.9933333333333,Kharif,27.291,Jowar,411.0,4.0,5.6
2100.0,8075.0,63.59050000000001,Rabi,25.32625,Dry chillies,238.0,3.4,6.5
24700.0,20000.0,62.38800000000001,Kharif,29.44966666666667,Groundnut,333.0,5.6,5.2
43.0,9.0,152.66833333333332,Kharif,26.06133333333333,Sesamum,438.0,2.2,5.8
78.0,75.8,7.6677500000000025,Rabi,21.78475,Gram,352.0,2.9,6.1
1014.0,29115.0,86.16869130979939,Whole Year,29.89398365162037,Sugarcane,472.0,1.4,6.6
13578.0,4917.0,118.3186666666667,Kharif,27.61933333333333,Groundnut,248.0,2.5,6.2
645.0,223.0,83.262,Kharif,26.95866666666667,Sesamum,313.0,4.5,5.2
19012.0,55954.0,57.25600000000001,Autumn,24.36325,Rice,278.0,2.0,5.9
15716.0,23123.0,1.98475,Rabi,20.7765,Wheat,460.0,3.4,6.6
4800.0,20805.0,106.8806666666667,Kharif,28.78033333333333,Maize,302.0,2.5,5.0
824.0,680.0,129.66375,Summer,31.2545,Moong(Green Gram),477.0,4.7,5.3
308737.0,855316.0,5.84675,Winter,21.1245,Rice,495.0,5.7,6.2
1.0,3.0,14.03375,Rabi,19.4375,Maize,434.0,3.0,5.6
15.0,15.0,25.7505,Rabi,15.17925,Wheat,307.0,4.4,6.7
4513.0,36267.0,127.8652531329706,Whole Year,27.589753178516695,Potato,259.0,3.6,6.4
6696.0,15507.0,53.19066666666666,Kharif,27.12166666666667,Rice,460.0,3.5,5.4
22.0,10.0,242.30825,Summer,30.38,Urad,277.0,3.5,7.0
107.0,42.3,35.589,Winter,24.24,Rapeseed &Mustard,239.0,3.6,7.3
231.0,223.0,20.35475,Rabi,20.71225,Rapeseed &Mustard,412.0,1.9,5.8
39.0,20.0,80.375,Rabi,20.55925,Gram,329.0,4.9,6.7
40028.0,35585.0,165.68900000000005,Kharif,28.15166666666667,Maize,206.0,4.2,7.5
6.0,5.0,227.38675,Summer,28.8295,Urad,242.0,3.9,7.3
10000.0,13237.0,262.47,Kharif,22.04333333333333,Maize,449.0,1.7,7.0
103.0,6991.0,52.546358309633725,Whole Year,27.39775263620524,Sugarcane,375.0,4.8,7.4
9141.0,24946.0,474.887,Summer,28.37425,Rice,456.0,3.2,5.8
17900.0,5000.0,173.6296666666666,Kharif,26.73633333333333,Urad,382.0,3.0,7.3
60.0,41.0,352.164,Kharif,26.25433333333333,Arhar/Tur,292.0,3.3,6.4
90.0,100.0,41.087,Kharif,28.89666666666666,Arhar/Tur,300.0,1.3,6.5
193466.0,356209.0,73.55833333333331,Kharif,27.59366666666667,Rice,297.0,3.7,5.9
762.0,398.0,77.6655,Rabi,25.28475,Gram,230.0,2.0,7.5
215.0,49.0,96.51827777777777,Whole Year,23.33511111111111,Dry chillies,403.0,1.5,5.4
34000.0,45000.0,40.81574999999999,Rabi,23.07375,Wheat,307.0,3.8,5.8
1.0,77012.30591908224,20.88175,Rabi,22.739,Moong(Green Gram),419.0,2.4,5.7
154.0,187.0,12.838,Rabi,23.15875,Rapeseed &Mustard,369.0,3.7,6.4
8783.0,18673.0,85.7456666666667,Kharif,29.01033333333334,Rice,456.0,3.3,6.1
136174.0,252465.0,92.52366666666668,Kharif,29.30266666666667,Rice,364.0,3.3,5.7
19428.0,46899.0,91.9935,Rabi,24.19925,Groundnut,500.0,5.3,6.9
81.0,77012.30591908224,71.02166666666666,Kharif,28.289,Sesamum,458.0,2.6,5.2
1551.0,318.0,13.6925,Winter,24.2535,Urad,422.0,2.4,6.2
6338.0,10681.0,139.4316666666667,Kharif,26.54,Maize,322.0,5.5,5.3
528.0,4140.6,23.1925,Winter,21.77725,Potato,408.0,5.1,7.2
2300.0,2000.0,120.362,Kharif,27.642,Jowar,322.0,1.2,7.4
90.0,253.0,16.97175,Rabi,19.794,Maize,416.0,3.5,5.6
8.0,676.0,84.27704457535768,Whole Year,27.14834821524662,Sugarcane,245.0,1.3,5.4
163.0,518.0,177.88925,Whole Year,22.78983333333333,Onion,428.0,3.8,7.1
4822.0,5454.0,19.34925,Rabi,20.7805,Rapeseed &Mustard,452.0,3.1,6.0
45000.0,7200.0,108.92,Kharif,26.02166666666666,Moong(Green Gram),440.0,4.6,5.5
42.0,11.0,182.31866666666667,Kharif,20.915,Moong(Green Gram),494.0,2.2,5.8
54400.0,119300.0,129.5823333333333,Kharif,25.746,Maize,429.0,1.4,6.3
1747.0,14899.0,114.5396864148468,Whole Year,26.997990245370822,Potato,259.0,4.7,7.5
961.0,781.0,149.21375,Summer,30.286,Moong(Green Gram),411.0,3.0,7.0
132256.0,74989.0,13.258,Rabi,21.373,Wheat,433.0,4.8,6.2
2800.0,20468.0,46.35874999999999,Rabi,23.09625,Maize,415.0,3.6,6.2
85.0,128.0,23.02425,Rabi,19.24675,Maize,447.0,1.8,6.3
50.0,15.8,52.8835,Autumn,24.6555,Sesamum,218.0,2.9,5.6
132.0,1861.0,56.84059085648147,Whole Year,28.360134259259247,Onion,295.0,2.6,5.9
73000.0,119200.0,140.439,Kharif,25.90166666666667,Rice,371.0,4.3,6.5
1100.0,5760.0,249.12887065972214,Whole Year,21.308416184413574,Potato,356.0,4.8,5.7
90.0,1062.0,55.30631842414985,Whole Year,28.35869425512709,Potato,335.0,1.8,5.4
22.0,147.0,99.68983333333334,Whole Year,24.61758333333333,Potato,382.0,1.6,6.2
59276.0,200000.0,84.28733333333334,Kharif,27.836,Rice,443.0,5.0,5.9
66300.0,31800.0,149.02200000000005,Kharif,26.456,Arhar/Tur,486.0,2.6,5.9
95.0,59.0,191.94875,Summer,30.36775,Moong(Green Gram),360.0,2.7,6.4
28.0,570.0,4.87575,Rabi,20.60525,Onion,349.0,3.4,6.8
447.0,193.0,157.5776666666667,Kharif,26.74966666666667,Arhar/Tur,493.0,2.6,6.9
545.0,131.9,30.75475,Winter,22.30775,Sesamum,357.0,2.0,6.3
20.0,258.0,174.5416463027068,Whole Year,19.31637537542063,Potato,442.0,4.5,6.9
3.0,2.0,130.08333333333331,Kharif,28.52366666666667,Groundnut,378.0,2.3,6.8
415.0,27602.1,5.9145,Winter,22.6105,Sugarcane,497.0,1.6,6.9
2600.0,400.0,25.80025,Rabi,23.95425,Gram,469.0,3.5,7.1
2.0,6.0,22.632,Rabi,20.269,Maize,345.0,1.1,6.6
76.0,39.0,176.3,Summer,28.77225,Urad,339.0,2.5,5.5
33.0,37.0,134.4463333333333,Kharif,26.877,Arhar/Tur,210.0,3.0,7.2
3966.0,1206.0,20.73425,Rabi,19.42325,Rapeseed &Mustard,466.0,1.8,6.1
2866.0,1476.0,185.2733333333333,Kharif,28.15433333333333,Arhar/Tur,360.0,3.5,6.4
9900.0,661200.0,185.3756666666667,Kharif,26.54333333333333,Sugarcane,437.0,5.2,5.8
294107.0,535580.0,6.03375,Winter,20.5765,Rice,297.0,3.4,5.7
3284.0,2480.0,134.115,Kharif,25.908,Arhar/Tur,265.0,2.1,6.7
1490.0,23400.0,37.39547337962963,Whole Year,27.42003587962963,Potato,360.0,3.0,5.7
3249.0,1800.0,71.47375,Rabi,24.92175,Jowar,449.0,4.9,6.7
2730.0,8896.0,197.085,Summer,29.604,Maize,365.0,3.9,5.7
372.0,174.0,92.4412011946328,Whole Year,28.72870495648921,Dry chillies,473.0,3.7,5.2
788.0,1802.0,62.82525,Rabi,24.278,Dry chillies,415.0,5.0,5.7
1.0,0.8,5.8085,Winter,21.4125,Maize,265.0,1.2,5.0
12470.0,7320.0,148.4296666666667,Kharif,26.67866666666667,Arhar/Tur,305.0,3.8,6.9
42300.0,53260.0,19.122,Rabi,22.97325,Wheat,408.0,1.5,6.8
160752.0,486977.0,9.75525,Rabi,19.54875,Wheat,233.0,2.0,6.7
5413.0,12250.0,117.139,Kharif,28.84066666666666,Maize,255.0,1.2,5.1
85000.0,192000.0,6.452249999999999,Winter,22.576,Rice,269.0,4.7,6.5
300.0,190.0,236.8913333333333,Kharif,20.391,Sesamum,492.0,2.0,5.3
47841.0,100549.0,13.1485,Rabi,19.70325,Wheat,222.0,4.4,6.6
80000.0,382000.0,5.057250000000002,Rabi,19.87725,Wheat,331.0,3.8,6.0
3350.0,2121.0,13.93775,Rabi,19.647,Rapeseed &Mustard,488.0,1.7,6.7
4.0,2.0,69.48400000000001,Kharif,26.198,Groundnut,307.0,5.1,6.5
218.0,3500.0,39.35209259259259,Whole Year,27.44803877314816,Potato,271.0,3.7,6.5
25800.0,27800.0,52.7415,Rabi,24.96975,Wheat,497.0,3.3,5.4
2900.0,1900.0,37.002,Kharif,29.013333333333332,Jowar,409.0,3.7,5.2
1164.0,2715.0,15.294,Rabi,24.25375,Maize,286.0,4.6,7.2
1376.0,1958.0,25.18025,Rabi,20.34825,Rapeseed &Mustard,342.0,3.6,7.4
19000.0,6000.0,123.64825,Rabi,22.6425,Moong(Green Gram),358.0,4.8,7.3
25386.0,41161.0,5.73175,Rabi,17.1465,Wheat,345.0,3.2,5.9
243.0,62.0,105.3743333333334,Kharif,26.684,Moong(Green Gram),410.0,2.5,5.6
5023.0,4224.0,17.469,Rabi,20.7505,Gram,205.0,3.9,6.5
460.0,708.0,207.4053333333333,Kharif,28.30733333333333,Arhar/Tur,456.0,2.9,6.8
400.0,200.0,198.7,Kharif,28.13333333333334,Moong(Green Gram),234.0,1.6,6.9
459.0,266.0,54.503,Rabi,19.28525,Moong(Green Gram),499.0,3.5,7.1
31619.0,20516.0,32.67025,Rabi,24.12375,Jowar,284.0,1.3,6.1
767.0,14542.0,161.82825,Summer,30.90025,Onion,490.0,3.7,6.3
14579.0,8875.0,9.1485,Rabi,20.38925,Rapeseed &Mustard,312.0,4.5,6.8
6307.0,4301.0,71.98666666666666,Kharif,29.59033333333333,Arhar/Tur,243.0,2.3,5.1
2331.0,1022.0,27.40175,Rabi,20.782,Rapeseed &Mustard,219.0,1.8,6.6
104.0,85.0,207.4053333333333,Kharif,28.30733333333333,Dry chillies,268.0,5.4,6.1
5995.0,4552.0,213.0133333333333,Kharif,26.25966666666666,Arhar/Tur,481.0,5.6,5.9
42.0,77012.30591908224,63.509416137886845,Whole Year,27.25358648168616,Dry chillies,372.0,5.6,6.3
1500.0,124400.0,94.476,Kharif,27.12733333333333,Sugarcane,374.0,4.9,5.0
395.0,449.0,102.999,Kharif,28.259,Jowar,430.0,1.4,6.4
169490.0,173439.0,8.925,Rabi,20.53275,Wheat,388.0,3.4,6.9
885.0,146.0,216.2096666666667,Kharif,27.48066666666667,Sesamum,346.0,3.6,7.2
448.0,145.0,224.43,Kharif,23.949,Sesamum,329.0,4.5,6.4
15635.0,969636.0,117.4205857833679,Whole Year,27.69715280902329,Sugarcane,246.0,5.4,7.2
650.0,1659.0,53.6385,Rabi,23.79275,Dry chillies,454.0,3.7,5.2
5027.0,1176.0,106.7916666666667,Kharif,27.761,Sesamum,201.0,3.8,6.0
87069.0,190062.0,183.94333333333333,Kharif,25.461,Maize,476.0,1.4,7.4
2100.0,3000.0,0.29375,Rabi,24.502,Rapeseed &Mustard,268.0,2.9,7.5
258.0,139.0,211.703,Kharif,27.68033333333333,Moong(Green Gram),449.0,5.5,6.9
113.0,344.0,514.7625,Summer,23.815,Maize,388.0,1.8,6.3
15235.0,29784.0,3.155,Rabi,21.968000000000004,Wheat,253.0,2.1,7.4
89.0,105.0,13.13275,Rabi,19.69175,Gram,364.0,3.2,5.1
380.0,480.0,305.6863333333334,Kharif,20.648000000000003,Jowar,249.0,4.1,6.3
37.0,26.0,170.6196666666667,Kharif,28.232,Moong(Green Gram),390.0,5.4,6.4
137000.0,21000.0,22.7815,Winter,22.47525,Rice,429.0,1.2,6.6
167.0,3820.0,13.62875,Rabi,19.511,Potato,469.0,1.3,5.3
34700.0,13700.0,79.97833333333334,Kharif,28.32833333333333,Moong(Green Gram),319.0,1.5,6.2
5300.0,2461.0,119.5003333333333,Kharif,28.224,Sesamum,477.0,2.3,5.3
337.0,15768.0,86.87863368124529,Whole Year,28.71956419286353,Sugarcane,228.0,4.3,5.0
13092.0,14715.0,115.003,Kharif,27.04033333333334,Jowar,343.0,2.8,7.2
12334.0,9991.0,153.75266666666667,Kharif,28.80633333333333,Maize,437.0,2.8,5.1
38905.0,2328853.0,130.6066666666667,Kharif,27.29966666666667,Sugarcane,378.0,1.6,6.6
51.0,28.0,219.66566666666668,Kharif,28.088,Moong(Green Gram),492.0,2.2,7.1
1993.0,613.0,18.14325,Rabi,22.5565,Rapeseed &Mustard,304.0,4.9,6.4
59.0,346.0,57.44353490429239,Whole Year,26.8351785829595,Onion,240.0,2.5,5.2
10.0,192.0,3.96825,Rabi,19.186,Onion,237.0,2.3,5.3
15200.0,855700.0,68.40067801492856,Whole Year,29.9893439410713,Sugarcane,463.0,5.5,6.0
5324.0,2332.0,204.178,Summer,30.64,Urad,484.0,4.2,6.7
5400.0,600.0,81.748,Kharif,26.75666666666666,Sesamum,244.0,4.6,7.3
6.0,2.0,200.11566666666667,Kharif,26.26033333333334,Moong(Green Gram),275.0,3.5,6.3
99.0,121.0,131.491,Kharif,28.818,Groundnut,247.0,2.0,6.8
3519.0,2800.0,79.54299999999998,Kharif,28.309,Arhar/Tur,226.0,3.6,5.5
38381.0,93187.0,10.0055,Winter,19.8125,Rice,324.0,2.5,5.9
2946.0,5420.0,10.88675,Rabi,22.90975,Rapeseed &Mustard,217.0,2.9,5.5
894.0,1000.0,2.26975,Rabi,19.71925,Rapeseed &Mustard,422.0,3.2,5.5
501.0,413.0,222.17633333333333,Kharif,24.82333333333333,Groundnut,468.0,5.6,5.8
62000.0,144858.0,27.63375,Winter,19.245,Rice,408.0,1.3,5.7
2189.0,2787.0,17.724,Rabi,20.93425,Rapeseed &Mustard,352.0,1.6,5.7
1801.0,1013.0,129.933,Kharif,26.202333333333332,Groundnut,484.0,4.1,5.8
9690.0,7684.0,11.724,Rabi,19.6525,Rapeseed &Mustard,345.0,2.5,7.3
120.0,11.0,121.6013333333333,Kharif,27.99566666666666,Sesamum,269.0,5.3,6.5
20.0,12.0,172.0976666666666,Kharif,28.54300000000001,Moong(Green Gram),322.0,5.1,5.4
274882.0,12266.0,2.04425,Rabi,20.49375,Gram,205.0,5.6,7.3
18883.0,13992.0,125.87,Kharif,26.01466666666667,Jowar,380.0,1.1,7.3
790.0,1490.0,13.28825,Rabi,23.60525,Maize,448.0,5.3,7.4
25.0,19.0,46.45725,Rabi,23.06975,Gram,210.0,2.2,6.6
4426.0,2464.0,104.4497955379036,Whole Year,30.62909279047958,Moong(Green Gram),461.0,1.5,5.1
2972.0,1320.0,26.17275,Rabi,19.63725,Rapeseed &Mustard,432.0,1.7,7.0
29.0,14.0,108.7493333333334,Kharif,24.53533333333333,Sesamum,480.0,3.2,6.7
86.0,32.0,105.8416666666667,Kharif,29.27033333333333,Moong(Green Gram),311.0,5.7,5.9
33900.0,47400.0,151.84866666666667,Kharif,25.74666666666667,Maize,382.0,4.9,7.0
809.0,442.0,311.839,Kharif,27.53633333333334,Sesamum,318.0,2.2,6.5
878.0,638.0,105.615,Kharif,27.68,Arhar/Tur,485.0,2.8,5.9
5704.0,3356.0,102.352,Kharif,27.98333333333333,Urad,403.0,3.4,6.2
10.0,5.0,218.0893333333333,Kharif,28.048,Moong(Green Gram),493.0,5.3,5.3
76.0,28.0,305.34975,Summer,27.57225,Sesamum,201.0,2.6,5.1
530.0,135.0,71.8105,Rabi,24.5985,Moong(Green Gram),386.0,4.7,5.2
2.0,13.0,188.9715866988749,Whole Year,27.368220514888,Potato,378.0,5.1,5.4
45500.0,107900.0,8.60925,Rabi,24.02775,Wheat,415.0,2.4,5.7
139600.0,82000.0,54.24125,Rabi,24.2165,Jowar,287.0,5.7,5.9
100.0,100.0,177.23825,Summer,26.825,Maize,342.0,3.3,7.4
23.0,221.0,106.3515,Rabi,25.29425000000001,Onion,394.0,1.7,6.1
1784.0,247198.0,124.2106666666667,Kharif,29.584,Sugarcane,356.0,4.0,5.9
5064.0,4796.0,118.1003333333334,Kharif,28.175666666666668,Groundnut,380.0,3.0,5.2
262.0,66.8,15.212,Winter,23.76149999999999,Rapeseed &Mustard,456.0,2.1,7.0
93.0,38.0,90.365,Kharif,18.704333333333327,Moong(Green Gram),412.0,1.4,6.3
62.0,359.0,97.68926234493095,Whole Year,18.508044019128803,Onion,372.0,3.1,5.6
13.0,6.0,37.00075,Rabi,21.6835,Gram,291.0,3.6,5.2
10900.0,5200.0,210.741,Kharif,25.241,Arhar/Tur,367.0,2.0,7.5
12.0,172.0,5.7479999999999976,Rabi,18.60175,Onion,373.0,5.6,6.6
11167.0,1117764.0,244.56074348958333,Whole Year,29.27218296682099,Sugarcane,259.0,1.8,7.5
400.0,500.0,122.3533333333333,Kharif,26.85066666666667,Groundnut,297.0,4.6,5.2
1904.0,1705.0,2.916999999999999,Rabi,20.81875,Rapeseed &Mustard,294.0,2.9,6.1
186.0,2545.0,71.50058153710627,Whole Year,28.26862313257659,Onion,334.0,5.6,6.7
1019.0,2276.0,19.2375,Rabi,21.251,Maize,200.0,2.8,5.3
4200.0,4000.0,105.3783333333333,Kharif,27.88133333333333,Arhar/Tur,302.0,3.6,6.7
1.0,1.0,175.23,Kharif,28.29,Dry chillies,299.0,4.7,7.4
1600.0,700.0,106.7746666666667,Kharif,26.00633333333333,Arhar/Tur,351.0,4.8,6.9
3661.0,366800.0,89.07201440731095,Whole Year,31.439012819894533,Sugarcane,396.0,4.7,7.1
2501.0,688.0,175.79275,Summer,30.65475,Urad,402.0,4.1,7.0
376.0,7752.0,93.05743085381592,Whole Year,28.36473980860272,Sugarcane,207.0,4.4,6.9
1971.0,5000.0,106.1883333333333,Kharif,27.308000000000003,Maize,273.0,1.2,5.6
1367.0,1661.0,148.5330911402523,Whole Year,28.58454414359497,Dry chillies,293.0,4.7,5.5
76.0,122.4,288.03225,Summer,27.57525,Wheat,388.0,2.5,7.0
195694.0,174324.0,10.0005,Rabi,19.98425,Gram,429.0,1.3,6.2
41350.0,90257.0,11.82525,Winter,21.5495,Rice,442.0,1.5,6.8
670.0,8300.0,43.0525,Rabi,15.9585,Potato,449.0,4.0,5.1
61.0,27.0,307.27733333333333,Kharif,24.11266666666667,Sesamum,244.0,5.2,5.2
1000.0,1300.0,0.73475,Rabi,19.67925,Rapeseed &Mustard,274.0,2.4,7.1
8251.0,4720.0,13.032,Rabi,21.9205,Rapeseed &Mustard,249.0,2.1,5.4
257000.0,1220000.0,3.752,Rabi,18.522,Wheat,276.0,3.5,6.9
195.0,117.0,206.812,Kharif,27.46666666666667,Arhar/Tur,439.0,2.7,7.1
5560.0,623276.0,289.63235006751546,Whole Year,27.33067226080247,Sugarcane,257.0,1.2,6.1
1589.0,1567.0,23.23875,Rabi,20.26525,Rapeseed &Mustard,456.0,2.5,5.6
33268.0,115641.0,42.21725000000001,Rabi,24.826,Maize,300.0,1.8,5.6
1659.0,11031.0,99.682,Rabi,26.64825,Groundnut,346.0,1.5,7.2
346.0,1731.0,89.5985,Rabi,24.00225,Dry chillies,380.0,4.8,5.4
5.0,4.0,11.392,Rabi,14.03225,Gram,288.0,3.6,6.0
1000.0,1000.0,208.46775,Summer,27.2755,Rice,214.0,2.0,7.3
400.0,320.0,106.0087885320216,Whole Year,27.90591141010802,Dry chillies,305.0,4.5,6.8
77.0,77012.30591908224,250.94547696583686,Whole Year,26.4040843185469,Sugarcane,219.0,4.3,7.0
183.0,114.0,173.12575,Summer,30.79325,Moong(Green Gram),226.0,4.5,5.5
11618.0,3090.0,162.74133333333333,Kharif,28.50433333333333,Sesamum,406.0,4.8,7.4
1.0,0.0,122.75,Kharif,27.326,Moong(Green Gram),257.0,2.0,5.9
16658.0,46526.0,189.6143333333333,Kharif,25.535,Rice,328.0,2.1,6.8
1400.0,800.0,294.5355,Summer,28.69175,Moong(Green Gram),264.0,1.9,6.6
19990.0,8914.0,79.90325932893084,Whole Year,26.84594448663301,Sesamum,317.0,2.6,7.5
23.0,20.0,20.022,Rabi,16.81175,Gram,452.0,4.4,7.2
815.0,802.0,43.76625,Rabi,19.87,Maize,438.0,4.3,6.3
2113.0,1864.0,190.3336666666667,Kharif,26.937,Arhar/Tur,268.0,4.3,7.5
43.0,32.0,17.734,Rabi,23.33825,Moong(Green Gram),250.0,2.2,6.5
1330.0,1598.0,138.6063333333333,Kharif,27.75466666666667,Arhar/Tur,490.0,5.6,6.2
8100.0,14500.0,262.1223333333333,Kharif,28.31333333333333,Arhar/Tur,354.0,2.4,6.2
758.0,758.0,260.358,Kharif,20.57233333333333,Arhar/Tur,283.0,4.6,5.7
4788.0,2660.0,145.52033333333333,Kharif,29.49,Urad,360.0,3.7,5.3
240.0,1335.0,153.46286974344142,Whole Year,17.84414530285494,Potato,439.0,5.7,5.5
1205.0,113979.7,1.17625,Winter,22.1775,Sugarcane,291.0,3.1,6.9
52338.0,50666.0,30.9325,Rabi,24.2415,Wheat,227.0,3.1,5.5
2233.0,6572.0,119.1073333333333,Kharif,27.094,Maize,441.0,2.4,5.6
1094.0,849.0,238.18486049450988,Whole Year,29.10823131882382,Dry chillies,444.0,5.4,7.0
16868.0,7955.0,119.1153333333333,Kharif,27.58433333333333,Urad,259.0,2.5,6.3
112345.0,6347493.0,75.08871617798353,Whole Year,27.335814420974803,Sugarcane,343.0,4.4,6.1
170.0,3712.0,10.83,Rabi,20.2475,Onion,494.0,1.6,6.0
9035.0,9257.0,13.908,Rabi,24.03825,Wheat,437.0,4.6,6.4
3200.0,4500.0,233.74275,Summer,21.69325,Groundnut,219.0,3.1,6.5
35.0,113.0,74.11300000000001,Rabi,24.52575,Maize,459.0,1.4,5.3
1526.0,1872.0,13.618,Rabi,20.579,Rapeseed &Mustard,338.0,2.6,5.1
300.0,100.0,207.9936666666666,Kharif,27.125,Urad,292.0,4.1,6.0
16939.0,49513.0,143.53033333333332,Kharif,27.88933333333334,Rice,451.0,1.3,6.7
10273.0,10026.0,20.44075,Rabi,23.522,Gram,496.0,2.4,7.2
432.0,189.0,168.96775,Summer,30.85125,Moong(Green Gram),377.0,3.1,5.5
465.0,447.0,200.97266666666667,Kharif,28.75833333333334,Groundnut,500.0,1.4,6.7
26.0,35.0,161.159,Kharif,26.69066666666667,Jowar,308.0,4.5,5.0
577.39,1082.61,265.768,Kharif,24.661,Maize,331.0,4.6,5.2
200.0,200.0,108.8163333333333,Kharif,28.226,Arhar/Tur,432.0,5.0,7.2
117.0,245.0,128.9383333333333,Kharif,29.03733333333333,Maize,317.0,1.1,6.6
4100.0,500.0,187.9603333333334,Kharif,25.23733333333334,Sesamum,441.0,4.2,5.6
19.0,9.0,37.881,Rabi,20.67525,Moong(Green Gram),475.0,1.7,6.6
275.0,191.0,191.4283726088284,Whole Year,25.127346884645057,Dry chillies,289.0,1.8,7.2
2361.0,391.9,255.204,Summer,26.97675,Moong(Green Gram),441.0,4.4,6.6
47937.0,60804.0,10.00275,Winter,19.343,Rice,281.0,4.4,5.0
12738.0,17981.0,88.17375,Autumn,23.84825,Rice,261.0,3.6,5.7
105.0,487.0,23.17075,Rabi,20.02675,Maize,390.0,5.3,6.6
